AB39M,AB39T,AB39U,AB39W,AB39X,GA33A,GA33H,GA33I,GA33K,GA33L,ENGINEER,MATHG7,MATHG8,MATHG10,MATHG11,MATHG12,FEMALE,KA9B,KA9C,KA9D,KA9G,KA9K,CPROB11,CPROB12,CPROB13,CPROB14,CMOD1,CASENUM
0,0,0,0,0,9999,9999,9999,9999,9999,9999,38.37,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,5991
0,1,1,1,1,0,1,1,0,1,0,59.54,57.3,66.09,66.14,9999,1,9999,9999,9999,9999,9999,0.859,0.141,0,0,1,5993
0,0,0,0,0,0,0,0,0,0,0,60.44,66.18,79.12,80.74,9999,1,1,0,1,0,0,0,0,0.117,0.883,4,5994
0,0,1,0,1,0,0,1,0,0,0,46.1,42.51,50.09,54.9,9999,0,0,0,1,1,0,0.014,0.982,0,0.004,2,5997
1,1,1,1,1,0,1,1,1,0,0,53.6,57.54,82,86.45,9999,0,1,1,1,1,1,0.957,0.043,0,0,1,6000
1,1,0,0,0,1,1,1,1,1,0,59.84,62.16,73.57,76.68,9999,0,9999,9999,9999,9999,9999,0.006,0,0.994,0,3,6002
1,1,1,0,1,1,0,1,0,0,0,46.06,55.84,9999,9999,9999,1,9999,9999,9999,9999,9999,0.687,0.313,0,0,1,6003
0,0,1,1,1,1,1,1,0,1,9999,63.81,59.81,72.53,75.47,77.42,0,1,1,1,1,1,0.122,0.877,0,0,2,6004
0,0,0,0,0,0,1,0,1,9999,0,49.74,56.84,64.53,9999,9999,1,1,1,1,1,1,0,0,0.117,0.883,4,6006
0,1,1,0,0,0,1,1,0,0,0,38.05,54.34,9999,67.63,9999,0,9999,9999,9999,9999,9999,0.013,0,0.987,0,3,6011
1,1,1,1,1,9999,9999,9999,9999,9999,0,32.71,48.86,9999,9999,9999,1,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6013
0,1,0,0,0,0,0,1,0,0,9999,49.13,9999,62.17,63.94,59.86,0,1,1,1,1,0,0.001,0,0.999,0,3,6014
1,1,1,1,1,9999,9999,9999,9999,9999,0,51.32,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6015
1,0,0,0,1,0,0,0,0,1,0,40.62,55.49,59.08,65.4,63.4,1,0,1,1,0,0,0.003,0.937,0,0.06,2,6021
0,0,0,0,0,0,9999,0,9999,1,9999,30.44,35.93,43.99,43.44,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,6022
1,1,1,1,1,1,1,1,0,1,0,64.85,71.46,81.59,82.5,90.56,1,1,1,1,1,1,0.957,0.043,0,0,1,6026
0,1,1,1,1,0,0,0,0,0,0,54.68,57.72,66.51,73.38,79.64,0,1,1,1,1,1,0.859,0.141,0,0,1,6029
1,0,1,0,1,1,0,1,1,0,0,61.04,9999,76.09,9999,9999,0,1,1,1,1,1,0.048,0.951,0,0.001,2,6030
1,1,1,0,0,1,0,1,1,1,0,34.04,43.16,52.71,9999,9999,0,9999,9999,9999,9999,9999,0.063,0,0.937,0,3,6031
1,1,1,1,1,1,0,1,1,1,9999,64.61,68.75,84.83,87.32,91.86,0,1,0,1,1,1,0.957,0.043,0,0,1,6032
1,1,1,0,0,9999,9999,9999,9999,9999,0,49.78,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0.063,0,0.937,0,3,6033
0,1,1,0,0,0,0,9999,0,0,9999,42.52,9999,47.37,9999,9999,1,9999,9999,9999,9999,9999,0.013,0,0.987,0,3,6038
1,1,0,1,1,0,0,0,0,0,0,38.42,9999,62.81,58.38,9999,1,1,0,1,1,1,0.58,0.42,0,0,1,6041
1,1,1,0,1,9999,9999,9999,9999,9999,0,46.33,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0.687,0.313,0,0,1,6042
0,0,9999,0,0,0,0,1,0,0,0,61.99,66.86,66.46,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.231,0.769,4,6044
1,0,1,1,1,1,0,0,0,0,0,59.15,68.66,78.12,82.97,9999,0,1,0,0,0,0,0.337,0.663,0,0,2,6045
1,1,1,1,1,1,1,1,0,1,0,47.85,53.47,66.77,9999,66.28,1,0,1,1,1,1,0.957,0.043,0,0,1,6046
1,1,1,1,1,0,0,0,1,0,9999,46.69,40.47,56.63,49.95,43.89,1,0,0,0,0,0,0.957,0.043,0,0,1,6047
0,0,0,0,1,9999,9999,9999,9999,9999,9999,45.49,41.76,9999,9999,9999,0,9999,9999,9999,9999,9999,0.001,0.763,0,0.236,2,6048
1,1,0,0,1,0,1,0,1,0,9999,32.73,38,40.08,9999,9999,1,9999,9999,9999,9999,9999,0.121,0.879,0,0,2,6050
1,0,1,1,1,1,0,1,1,1,0,68.47,9999,87.58,9999,9999,1,1,0,1,1,1,0.337,0.663,0,0,2,6051
1,1,1,1,1,1,0,0,1,0,0,50.13,46.98,66.48,67.16,9999,1,1,0,1,1,1,0.957,0.043,0,0,1,6052
0,1,1,1,1,0,0,0,0,0,0,34.72,50.85,37.5,40.77,9999,0,9999,9999,9999,9999,9999,0.859,0.141,0,0,1,6055
1,0,1,1,1,9999,9999,9999,9999,9999,9999,42.98,50.79,9999,9999,9999,0,9999,9999,9999,9999,9999,0.337,0.663,0,0,2,6062
1,1,1,1,1,1,1,1,1,1,0,39.38,30.27,45.49,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6066
0,0,0,0,0,9999,9999,9999,9999,9999,0,36.9,44.3,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,6072
1,0,0,0,1,9999,9999,9999,9999,9999,9999,48.37,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0.003,0.937,0,0.06,2,6073
1,0,1,0,0,1,0,0,1,1,0,61.11,58.65,71.44,74.71,77.7,0,1,1,1,1,1,0.002,0,0.977,0.021,3,6074
0,1,1,1,1,1,1,1,1,1,9999,63.21,9999,75.46,75.96,84.32,0,0,0,0,0,0,0.859,0.141,0,0,1,6079
0,0,0,0,0,0,0,0,0,0,0,55.06,48.32,63.96,65.59,75.09,1,0,0,1,1,1,0,0,0.117,0.883,4,6080
0,0,0,0,0,1,1,1,1,1,9999,53.45,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,6081
1,1,1,1,1,1,0,1,0,0,0,44,9999,42.73,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6083
0,1,1,1,1,1,1,1,1,1,0,41.62,36.94,46.97,9999,9999,0,9999,9999,9999,9999,9999,0.859,0.141,0,0,1,6085
1,1,1,1,1,1,0,0,0,0,0,75.42,78.59,80.89,87.3,9999,0,0,0,1,1,1,0.957,0.043,0,0,1,6087
0,0,0,0,0,0,0,0,0,0,9999,56.12,64.83,72.44,71.88,9999,1,9999,1,9999,1,1,0,0,0.117,0.883,4,6088
0,0,0,0,0,1,0,0,0,0,0,60.53,63.31,9999,80.44,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,6091
0,0,0,1,0,0,0,0,0,0,0,37.89,50.97,36.98,38.68,50.62,0,9999,9999,9999,9999,9999,0,0,0.353,0.647,4,6092
0,0,0,0,0,1,0,0,0,0,0,51.36,56.62,56.56,59.78,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,6093
1,0,0,0,1,1,1,1,1,1,9999,48.09,55.03,65.3,71.4,68.11,0,1,1,1,1,1,0.003,0.937,0,0.06,2,6095
1,0,1,0,1,9999,9999,9999,9999,9999,0,39.31,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0.048,0.951,0,0.001,2,6097
0,0,1,1,0,1,1,1,0,1,0,70.29,78.48,82.89,86.71,91.82,1,0,1,1,1,1,0.011,0,0.972,0.017,3,6098
1,0,0,0,0,0,0,1,0,0,0,48.12,41.13,49.86,63.14,69.31,0,0,0,0,1,1,0,0,0.307,0.693,4,6100
1,0,1,0,1,1,1,1,1,1,0,56.82,36.91,70.2,69.54,64.15,0,0,0,0,1,0,0.048,0.951,0,0.001,2,6101
1,0,0,0,0,0,0,0,1,1,0,53.63,56.56,70.17,69.11,9999,1,1,0,1,1,1,0,0,0.307,0.693,4,6102
1,1,1,1,1,1,1,1,1,1,0,59.06,59.98,76.09,76.29,77.88,0,1,1,1,1,1,0.957,0.043,0,0,1,6103
0,0,0,0,1,9999,9999,9999,9999,9999,9999,56.17,58.66,70.78,73.66,73.76,0,1,1,1,1,1,0.001,0.763,0,0.236,2,6105
1,1,1,1,1,9999,9999,9999,9999,9999,0,44.93,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6106
1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6107
1,0,1,0,0,0,0,1,0,0,0,71.19,76.74,77.58,95.35,9999,0,1,0,1,1,1,0.002,0,0.977,0.021,3,6109
1,0,0,0,1,0,1,0,0,1,0,34.64,56.92,62.36,56.65,9999,0,1,1,1,0,1,0.003,0.937,0,0.06,2,6110
0,0,1,0,0,0,0,0,0,0,0,42.23,59.38,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.934,0.066,3,6111
1,1,1,0,1,9999,9999,9999,9999,9999,0,40.12,51.42,9999,9999,9999,1,9999,9999,9999,9999,9999,0.687,0.313,0,0,1,6115
1,1,1,1,1,0,1,1,1,1,9999,53.36,57.6,71.76,69.89,9999,1,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6116
1,0,0,0,0,9999,9999,9999,9999,9999,0,45.68,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,6119
1,1,0,0,1,9999,9999,9999,9999,9999,0,49.99,50.25,9999,9999,9999,0,9999,9999,9999,9999,9999,0.121,0.879,0,0,2,6121
1,1,1,1,1,0,0,0,0,0,1,43.35,9999,66.49,73.86,80.66,0,1,1,1,1,1,0.957,0.043,0,0,1,6122
1,0,1,1,1,1,0,0,0,1,9999,58.03,53.1,9999,9999,9999,0,9999,9999,9999,9999,9999,0.337,0.663,0,0,2,6124
1,0,0,0,0,1,0,1,0,1,9999,36.68,45.08,48.37,54.93,58.07,1,1,1,0,1,0,0,0,0.307,0.693,4,6127
1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,49.57,45.93,44.44,9999,9999,0,1,1,1,1,0,0.005,0.297,0.239,0.46,4,6128
0,0,0,0,1,9999,9999,9999,9999,9999,9999,39.74,42.1,9999,9999,9999,0,9999,9999,9999,9999,9999,0.001,0.763,0,0.236,2,6131
1,1,1,1,1,0,0,0,0,0,9999,59.66,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6134
0,1,1,1,1,0,1,1,1,1,9999,41.83,43.06,63.71,9999,9999,1,9999,9999,9999,9999,9999,0.859,0.141,0,0,1,6139
0,0,1,1,1,9999,9999,9999,9999,9999,9999,30.2,48.66,9999,9999,9999,0,9999,9999,9999,9999,9999,0.122,0.877,0,0,2,6140
1,0,0,0,0,0,0,1,1,1,0,43.58,36.33,9999,42.98,9999,0,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,6141
0,0,0,0,0,1,0,0,0,0,0,52.45,49.67,64.51,66.12,9999,1,0,0,0,0,0,0,0,0.117,0.883,4,6142
1,1,1,1,1,1,1,1,1,1,0,73.79,81.45,84.38,89.11,88.72,1,0,0,1,1,0,0.957,0.043,0,0,1,6146
1,0,0,0,1,0,0,0,0,0,0,38.68,58.2,9999,58.94,60.67,1,1,1,1,1,1,0.003,0.937,0,0.06,2,6147
1,1,1,1,1,1,1,0,1,1,0,70.08,9999,86.12,97.39,94.56,0,1,0,1,1,1,0.957,0.043,0,0,1,6151
1,0,0,0,0,9999,9999,9999,9999,9999,9999,55.02,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,6152
1,0,1,1,0,1,1,1,0,0,0,9999,9999,62.38,9999,9999,0,9999,9999,9999,9999,9999,0.056,0,0.94,0.005,3,6154
1,1,1,0,0,9999,9999,9999,9999,9999,0,59.63,61.58,9999,9999,9999,0,9999,9999,9999,9999,9999,0.063,0,0.937,0,3,6155
1,0,0,1,1,1,0,0,0,0,0,59.3,53.79,9999,9999,9999,1,9999,9999,9999,9999,9999,0.031,0.964,0,0.006,2,6156
1,0,0,0,0,9999,9999,9999,9999,9999,9999,61.35,67.99,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,6158
1,1,1,0,0,0,0,0,0,0,9999,41.18,45.09,58.14,61.06,9999,1,9999,9999,9999,9999,9999,0.063,0,0.937,0,3,6159
0,0,0,0,0,0,0,0,0,0,0,64.19,64.15,71.95,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,6160
1,0,1,1,0,1,0,1,1,1,0,34.78,46.43,58.36,9999,9999,0,0,0,1,0,0,0.056,0,0.94,0.005,3,6163
0,0,0,9999,0,1,1,1,1,1,0,57.42,54.91,65.09,57.54,9999,0,9999,9999,9999,9999,9999,0,0,0.138,0.862,4,6164
1,1,1,1,1,9999,9999,9999,9999,9999,9999,45.84,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6166
0,0,1,0,0,1,0,0,0,0,0,40.28,57.34,51.94,69.9,69.21,0,0,0,0,0,0,0,0,0.934,0.066,3,6167
1,0,1,1,1,1,1,1,1,1,9999,63.52,72.31,91.84,82.18,82.13,0,1,1,1,1,1,0.337,0.663,0,0,2,6171
0,0,0,0,0,1,1,1,1,1,0,67.26,71.15,80.95,85.47,90.74,0,1,0,1,1,1,0,0,0.117,0.883,4,6172
0,0,0,0,0,9999,9999,9999,9999,9999,9999,33.19,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,6175
1,0,1,1,0,9999,9999,9999,9999,9999,0,44.32,61.14,9999,9999,9999,0,9999,9999,9999,9999,9999,0.056,0,0.94,0.005,3,6177
0,1,0,0,0,0,0,0,0,0,9999,38.37,48.07,39.34,9999,9999,0,9999,9999,9999,9999,9999,0.001,0,0.999,0,3,6183
1,1,1,1,1,1,0,0,0,0,0,36.92,50.51,52.42,62.65,9999,1,0,0,0,0,9999,0.957,0.043,0,0,1,6184
1,0,1,0,0,1,1,1,1,1,0,61.69,67.44,73.37,9999,9999,1,9999,9999,9999,9999,9999,0.002,0,0.977,0.021,3,6192
1,0,1,0,0,1,0,1,1,0,0,40.71,54.07,70.58,69.66,72.88,1,1,0,1,1,1,0.002,0,0.977,0.021,3,6196
0,0,1,1,0,9999,9999,9999,9999,9999,9999,40.41,51.29,9999,9999,9999,1,9999,9999,9999,9999,9999,0.011,0,0.972,0.017,3,6197
1,0,0,0,0,9999,9999,9999,9999,9999,9999,50.93,47.92,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,6203
1,1,0,0,0,1,0,0,1,0,9999,45.3,9999,9999,63.45,9999,1,0,0,0,1,0,0.006,0,0.994,0,3,6205
0,0,0,0,0,1,1,1,0,0,9999,50.02,9999,74.51,71.4,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,6206
0,0,0,0,0,9999,9999,9999,9999,9999,0,35.7,71.24,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,6207
1,1,1,1,1,0,1,1,1,0,1,58.61,60.98,68.06,79.63,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6208
1,0,1,0,0,9999,9999,9999,9999,9999,0,62.14,70.03,9999,9999,9999,0,9999,9999,9999,9999,9999,0.002,0,0.977,0.021,3,6211
0,9999,0,0,0,0,0,0,0,0,0,48.45,51.77,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.17,0.829,4,6212
1,0,0,0,0,1,1,1,0,1,0,52.96,55.53,71,72.48,9999,1,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,6213
1,1,1,1,1,9999,9999,9999,9999,9999,9999,54.63,55.95,9999,9999,9999,1,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6216
1,0,0,0,1,9999,9999,9999,9999,9999,0,60.65,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0.003,0.937,0,0.06,2,6217
1,0,1,0,0,1,0,1,0,1,0,46.84,41.26,9999,57.15,9999,0,9999,9999,9999,9999,9999,0.002,0,0.977,0.021,3,6219
0,0,1,1,0,9999,9999,9999,9999,9999,1,56.93,9999,9999,9999,9999,0,0,1,0,1,1,0.011,0,0.972,0.017,3,6221
1,0,0,1,1,0,0,1,0,1,9999,40.74,33.25,39.04,37.82,42.47,0,0,1,1,1,1,0.031,0.964,0,0.006,2,6223
1,1,1,1,1,1,1,1,1,1,0,38.89,39.81,48.88,9999,37.41,0,1,1,1,1,1,0.957,0.043,0,0,1,6229
1,0,0,1,0,1,1,1,1,1,9999,46.39,49.91,71.84,9999,9999,0,1,1,1,1,1,0.004,0,0.643,0.353,3,6230
1,0,1,0,0,1,0,0,1,0,9999,62.59,64.01,78.72,87.4,92.08,0,1,0,1,1,0,0.002,0,0.977,0.021,3,6232
1,0,1,0,0,1,0,1,1,1,0,55.75,57.98,70.82,75.13,70.84,1,1,0,1,1,1,0.002,0,0.977,0.021,3,6234
1,1,1,1,1,9999,9999,9999,9999,9999,0,78.41,9999,9999,9999,9999,0,1,0,1,1,1,0.957,0.043,0,0,1,6239
1,1,1,0,0,0,1,1,0,0,0,40.1,46.19,59.36,66.32,9999,0,9999,9999,9999,9999,9999,0.063,0,0.937,0,3,6243
0,1,1,0,0,9999,9999,9999,9999,9999,0,47.44,51.6,9999,9999,9999,0,9999,9999,9999,9999,9999,0.013,0,0.987,0,3,6246
0,0,0,0,0,0,0,0,0,0,0,65.12,74.2,83.19,85.68,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,6248
0,0,0,0,0,9999,9999,9999,9999,9999,9999,31.13,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,6249
0,0,0,0,0,0,0,0,0,0,0,56.95,60.37,9999,9999,9999,1,0,0,0,0,0,0,0,0.117,0.883,4,6250
1,0,0,0,0,1,1,1,1,1,0,70.07,62.1,81.96,80.62,86.09,1,0,0,1,1,0,0,0,0.307,0.693,4,6253
1,0,0,1,1,9999,9999,9999,9999,9999,9999,38.41,44.92,9999,9999,9999,0,9999,9999,9999,9999,9999,0.031,0.964,0,0.006,2,6256
1,1,1,1,1,0,1,1,1,0,0,36.62,9999,64.42,63.66,43.42,0,1,1,1,1,1,0.957,0.043,0,0,1,6257
0,0,1,0,0,0,1,1,0,0,9999,59.3,63.16,74.47,72.14,73.34,1,9999,9999,9999,9999,9999,0,0,0.934,0.066,3,6259
1,1,1,1,1,0,1,1,1,1,9999,60.97,62.96,68.73,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6260
0,0,1,1,1,9999,9999,9999,9999,9999,0,52.42,61.53,9999,9999,9999,0,9999,9999,9999,9999,9999,0.122,0.877,0,0,2,6261
0,0,0,0,0,0,0,0,0,0,0,56.66,9999,72.64,78.21,74.1,1,0,0,0,1,0,0,0,0.117,0.883,4,6262
0,1,1,1,1,0,0,1,0,1,0,63.46,69.63,78.39,75.48,9999,1,9999,9999,9999,9999,9999,0.859,0.141,0,0,1,6264
0,0,0,0,0,1,1,1,1,1,0,29.16,30.25,52.58,63.87,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,6266
1,0,0,0,1,1,9999,0,0,0,0,72.96,77.87,90.89,97.39,93.02,0,1,1,1,1,1,0.003,0.937,0,0.06,2,6268
0,1,1,1,0,9999,9999,9999,9999,9999,0,46.08,56.23,9999,9999,9999,0,1,1,1,1,1,0.262,0,0.738,0,3,6269
1,1,1,0,1,1,1,1,0,0,0,34.03,46.86,49.73,44.67,9999,0,9999,9999,9999,9999,9999,0.687,0.313,0,0,1,6270
0,0,0,0,0,0,0,0,0,0,0,36.16,43.05,44.87,50.71,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,6271
1,0,0,0,1,1,0,0,0,0,0,62.84,9999,75.95,73.85,9999,1,9999,9999,9999,9999,9999,0.003,0.937,0,0.06,2,6275
1,0,1,1,1,9999,9999,9999,9999,9999,0,40.86,43.78,9999,56.45,9999,0,9999,9999,9999,9999,9999,0.337,0.663,0,0,2,6276
1,1,1,1,1,1,0,1,0,1,9999,31.78,38.77,54.66,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6277
1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,54.99,9999,9999,9999,1,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6278
1,1,1,1,1,9999,9999,9999,9999,9999,9999,43.2,52.12,9999,9999,9999,1,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6281
1,0,0,1,1,1,0,0,1,0,0,75.12,75.91,82.15,91.92,9999,1,1,1,1,1,1,0.031,0.964,0,0.006,2,6284
1,1,1,1,1,1,1,1,1,1,1,62.17,60.12,75.26,79.38,83.14,0,1,0,1,1,1,0.957,0.043,0,0,1,6285
1,1,1,1,1,9999,9999,9999,9999,9999,0,66.48,80.35,9999,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6286
1,1,1,1,1,0,1,1,1,0,0,50.74,64.02,74.44,71.54,74.94,1,1,0,1,1,1,0.957,0.043,0,0,1,6288
1,1,0,0,0,9999,9999,9999,9999,9999,9999,42.55,49.28,9999,9999,9999,0,9999,9999,9999,9999,9999,0.006,0,0.994,0,3,6292
1,0,0,1,0,1,1,1,1,1,0,43.42,51.01,47.84,37,42.07,0,1,1,1,1,1,0.004,0,0.643,0.353,3,6294
1,0,0,0,0,9999,9999,9999,9999,9999,9999,34.81,33.81,9999,48.29,9999,0,1,1,1,1,0,0,0,0.307,0.693,4,6295
1,0,1,1,1,1,1,1,1,1,0,42.04,38.83,65.81,9999,9999,0,9999,9999,9999,9999,9999,0.337,0.663,0,0,2,6296
1,1,1,1,1,1,0,0,0,1,0,30.61,32.53,43.11,39.24,34.38,0,0,9999,1,1,1,0.957,0.043,0,0,1,6297
0,0,0,0,0,1,0,0,1,1,0,51.66,57.03,75.93,78.45,78.12,0,1,0,1,1,1,0,0,0.117,0.883,4,6299
0,0,0,0,0,0,0,0,0,0,0,41.12,9999,56.63,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,6304
0,0,1,0,0,0,1,1,1,1,0,53.53,74.31,78.8,83.44,83.78,1,1,1,1,1,1,0,0,0.934,0.066,3,6305
1,0,0,0,0,1,0,0,0,0,9999,36.45,41.97,47.51,38.14,9999,1,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,6306
0,0,1,1,1,0,0,0,0,0,9999,55.87,51.36,65.88,69.19,67.78,0,1,0,1,1,0,0.122,0.877,0,0,2,6307
0,9999,9999,9999,9999,1,1,1,0,1,0,36.13,9999,9999,49.99,9999,1,9999,9999,9999,9999,9999,0.08,0.167,0.266,0.487,4,6309
1,1,1,1,1,0,0,0,0,0,9999,41.92,9999,48.18,61.59,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6311
1,1,1,0,0,9999,9999,9999,9999,9999,9999,33.01,41.28,9999,9999,9999,0,9999,9999,9999,9999,9999,0.063,0,0.937,0,3,6315
1,0,1,0,1,9999,9999,9999,9999,9999,9999,53.79,56.25,9999,9999,9999,1,9999,9999,9999,9999,9999,0.048,0.951,0,0.001,2,6316
0,0,1,0,1,9999,9999,9999,9999,9999,0,53.09,9999,9999,51.53,9999,0,9999,9999,9999,9999,9999,0.014,0.982,0,0.004,2,6317
1,1,1,1,1,1,1,1,1,1,0,46.68,53.95,57.01,64.36,9999,0,1,1,1,1,1,0.957,0.043,0,0,1,6319
1,0,0,0,0,0,0,0,0,0,9999,51.09,59.7,66.92,67.87,9999,1,1,0,0,1,0,0,0,0.307,0.693,4,6321
0,0,0,0,0,0,0,1,0,0,0,47.78,57.05,65.86,75.48,68.56,1,0,0,1,1,0,0,0,0.117,0.883,4,6322
0,0,0,0,0,1,1,1,0,0,0,30.44,44.65,58.45,54.42,9999,0,1,1,1,1,1,0,0,0.117,0.883,4,6327
1,0,0,0,0,9999,9999,9999,9999,9999,9999,45.52,48.12,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,6328
1,1,1,1,1,9999,9999,9999,9999,9999,0,71.24,79.63,9999,9999,9999,0,1,1,1,1,1,0.957,0.043,0,0,1,6333
1,1,0,1,1,0,0,0,0,0,0,62.7,74.56,77.9,86.41,9999,1,1,0,0,0,1,0.58,0.42,0,0,1,6334
0,0,0,0,0,0,0,0,0,0,0,55.08,53.59,66.75,69.25,66.42,1,1,0,1,1,0,0,0,0.117,0.883,4,6337
1,1,1,1,0,0,0,0,0,0,9999,42.97,9999,44.93,9999,9999,0,9999,9999,9999,9999,9999,0.65,0,0.35,0,1,6338
1,0,1,1,0,9999,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0.056,0,0.94,0.005,3,6341
0,0,0,0,0,1,0,1,1,1,0,51.28,54.48,67.54,69.76,69.06,1,1,0,1,1,0,0,0,0.117,0.883,4,6343
0,0,0,0,1,1,1,0,0,1,0,50.11,55.74,65.41,69.86,9999,1,9999,9999,9999,9999,9999,0.001,0.763,0,0.236,2,6345
1,0,1,1,1,0,0,0,0,1,0,53.29,63.12,59.03,66.5,9999,0,1,1,1,1,1,0.337,0.663,0,0,2,6346
0,9999,0,0,0,0,0,1,1,0,9999,39.74,42.12,47.07,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.17,0.829,4,6347
0,0,0,0,0,0,1,0,1,0,0,63.62,60.5,75.95,76.45,79.17,1,0,1,0,0,0,0,0,0.117,0.883,4,6348
1,1,1,1,1,1,0,0,0,0,9999,34.98,40.03,46.44,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6350
1,0,0,0,1,0,0,0,0,0,0,52.14,57.02,65.82,59.62,68.88,1,1,1,1,1,1,0.003,0.937,0,0.06,2,6352
1,0,1,0,1,1,1,1,1,1,0,43.3,9999,64.12,9999,9999,1,9999,9999,9999,9999,9999,0.048,0.951,0,0.001,2,6354
0,0,0,0,0,9999,9999,9999,9999,9999,0,55.65,51.05,72.65,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,6356
1,0,0,0,0,0,1,1,1,1,9999,55.72,46.48,60.37,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,6357
1,0,0,0,0,1,0,0,0,0,0,67.82,80.43,80.38,74.13,85.2,1,0,0,0,0,0,0,0,0.307,0.693,4,6360
1,0,0,0,0,0,0,0,0,0,0,61.85,56.89,64.72,68.03,65.1,1,0,0,0,0,0,0,0,0.307,0.693,4,6361
1,1,1,1,1,0,0,0,0,0,0,74.21,9999,89.66,9999,9999,0,1,1,1,1,1,0.957,0.043,0,0,1,6363
1,1,1,1,1,1,0,0,0,0,0,59.49,60.7,74.51,9999,9999,1,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6365
1,0,0,0,0,9999,9999,9999,9999,9999,9999,57.44,57.4,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,6366
1,1,0,0,1,0,0,0,0,1,0,40.65,51.84,9999,9999,9999,1,9999,9999,9999,9999,9999,0.121,0.879,0,0,2,6369
0,0,1,0,1,9999,9999,9999,9999,9999,9999,32.38,27.33,9999,9999,9999,0,9999,9999,9999,9999,9999,0.014,0.982,0,0.004,2,6370
1,1,1,1,1,0,0,0,1,1,1,51.15,53.95,9999,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6371
